date_of_campaign,facebook_ad_views,facebook_ad_clicks,facebook_ad_conversions,facebook_cost_per_ad,facebook_ctr,facebook_conversion_rate,facebook_cost_per_click,adword_ad_views,adword_ad_clicks,adword_ad_conversions,adword_cost_per_ad,adword_ctr,adword_conversion_rate,adword_cost_per_click
2026-04-13,3806,152,45,173.28,3.99,29.61,1.14,11830,590,30,128.52,4.99,5.08,0.22
2026-04-14,4463,178,61,265.22,3.99,34.27,1.49,10028,500,34,115.55,4.99,6.8,0.23
2026-04-15,4325,173,67,221.44,4.0,38.73,1.28,7117,355,25,121.45,4.99,7.04,0.34
2026-04-16,3010,120,46,87.6,3.99,38.33,0.73,7481,373,11,126.88,4.99,2.95,0.34
2026-04-17,4085,163,50,110.84,3.99,30.67,0.68,11287,563,15,69.82,4.99,2.66,0.12
2026-04-18,4868,194,70,265.78,3.99,36.08,1.37,9637,480,51,125.8,4.98,10.62,0.26
2026-04-19,5273,210,76,197.4,3.98,36.19,0.94,7106,354,41,100.37,4.98,11.58,0.28
2026-04-20,5611,224,80,143.36,3.99,35.71,0.64,11477,572,34,130.84,4.98,5.94,0.23
2026-04-21,3771,150,52,204.0,3.98,34.67,1.36,11878,592,11,130.93,4.98,1.86,0.22
2026-04-22,4594,183,67,241.56,3.98,36.61,1.32,7243,361,56,61.93,4.98,15.51,0.17
2026-04-23,4607,184,67,272.32,3.99,36.41,1.48,9632,480,25,90.63,4.98,5.21,0.19
2026-04-24,4333,173,57,243.93,3.99,32.95,1.41,11563,577,36,102.11,4.99,6.24,0.18
2026-04-25,3884,155,56,209.25,3.99,36.13,1.35,7865,392,32,114.27,4.98,8.16,0.29
2026-04-26,4389,175,60,96.25,3.99,34.29,0.55,9981,498,39,82.89,4.99,7.83,0.17
2026-04-27,3225,129,37,77.4,4.0,28.68,0.6,8561,427,40,80.17,4.99,9.37,0.19
2026-04-28,3824,152,50,162.64,3.97,32.89,1.07,7603,379,59,90.5,4.98,15.57,0.24
2026-04-29,5265,210,65,216.3,3.99,30.95,1.03,10062,502,21,100.08,4.99,4.18,0.2
2026-04-30,3936,157,59,150.72,3.99,37.58,0.96,11018,549,58,136.09,4.98,10.56,0.25
2026-05-01,5800,232,82,208.8,4.0,35.34,0.9,9015,449,55,120.97,4.98,12.25,0.27
2026-05-02,5553,222,75,206.46,4.0,33.78,0.93,8658,432,57,94.35,4.99,13.19,0.22
2026-05-03,5306,212,81,226.84,4.0,38.21,1.07,10380,518,56,64.35,4.99,10.81,0.12
2026-05-04,4911,196,68,98.0,3.99,34.69,0.5,10767,537,13,73.48,4.99,2.42,0.14
2026-05-05,4796,191,59,145.16,3.98,30.89,0.76,10770,537,54,96.47,4.99,10.06,0.18
2026-05-06,3053,122,40,124.44,4.0,32.79,1.02,8613,429,33,125.11,4.98,7.69,0.29
2026-05-07,3726,149,60,181.78,4.0,40.27,1.22,11955,596,39,90.46,4.99,6.54,0.15
2026-05-08,5736,229,76,153.43,3.99,33.19,0.67,8879,443,48,103.08,4.99,10.84,0.23
2026-05-09,4544,181,64,190.05,3.98,35.36,1.05,11108,554,39,131.34,4.99,7.04,0.24
2026-05-10,4043,161,60,194.81,3.98,37.27,1.21,9346,466,23,133.1,4.99,4.94,0.29
2026-05-11,4913,196,71,184.24,3.99,36.22,0.94,8099,404,48,77.26,4.99,11.88,0.19
2026-05-12,4776,191,79,101.23,4.0,41.36,0.53,8074,402,33,63.49,4.98,8.21,0.16
2026-05-13,4596,183,58,173.85,3.98,31.69,0.95,7786,388,25,84.43,4.98,6.44,0.22
2026-05-14,4914,196,63,156.8,3.99,32.14,0.8,7148,356,9,115.66,4.98,2.53,0.32
2026-05-15,5466,218,70,311.74,3.99,32.11,1.43,8754,436,12,136.09,4.98,2.75,0.31
2026-05-16,5737,229,78,141.98,3.99,34.06,0.62,9169,457,19,66.16,4.98,4.16,0.14
2026-05-17,3849,153,59,175.95,3.98,38.56,1.15,10756,536,37,62.28,4.98,6.9,0.12
2026-05-18,5109,204,66,112.2,3.99,32.35,0.55,8179,408,58,130.73,4.99,14.22,0.32
2026-05-19,5263,210,79,199.5,3.99,37.62,0.95,10309,514,53,119.85,4.99,10.31,0.23
2026-05-20,3002,120,42,126.0,4.0,35.0,1.05,9423,470,40,139.38,4.99,8.51,0.3
2026-05-21,3159,126,38,100.8,3.99,30.16,0.8,11177,557,36,91.74,4.98,6.46,0.16
2026-05-22,3780,151,44,144.96,3.99,29.14,0.96,11587,578,8,93.28,4.99,1.38,0.16
2026-05-23,3892,155,46,102.3,3.98,29.68,0.66,7924,395,33,73.78,4.98,8.35,0.19
2026-05-24,5030,201,67,160.8,4.0,33.33,0.8,8603,429,22,69.27,4.99,5.13,0.16
2026-05-25,5376,215,74,240.8,4.0,34.42,1.12,10052,501,5,106.3,4.98,1.0,0.21
2026-05-26,3579,143,56,114.4,4.0,39.16,0.8,11218,559,20,89.14,4.98,3.58,0.16
2026-05-27,4933,197,72,275.8,3.99,36.55,1.4,11803,589,58,66.43,4.99,9.85,0.11
2026-05-28,4380,175,57,197.75,4.0,32.57,1.13,9377,468,23,130.96,4.99,4.91,0.28
2026-05-29,4290,171,61,160.74,3.99,35.67,0.94,10480,523,41,75.87,4.99,7.84,0.15
2026-05-30,4640,185,73,99.9,3.99,39.46,0.54,10182,508,25,119.89,4.99,4.92,0.24
2026-05-31,3951,158,64,158.0,4.0,40.51,1.0,9817,489,24,82.58,4.98,4.91,0.17
2026-06-01,5682,227,77,286.02,4.0,33.92,1.26,10160,507,49,125.03,4.99,9.66,0.25
2026-06-02,3987,159,60,122.43,3.99,37.74,0.77,11805,589,5,69.47,4.99,0.85,0.12
2026-06-03,4218,168,65,220.08,3.98,38.69,1.31,11889,593,42,120.49,4.99,7.08,0.2
2026-06-04,3920,156,47,117.0,3.98,30.13,0.75,7711,384,46,67.85,4.98,11.98,0.18
2026-06-05,5785,231,78,304.92,3.99,33.77,1.32,9586,478,52,95.75,4.99,10.88,0.2
2026-06-06,4355,174,72,102.66,4.0,41.38,0.59,9648,481,6,118.72,4.99,1.25,0.25
2026-06-07,3169,126,42,172.62,3.98,33.33,1.37,8717,435,26,73.86,4.99,5.98,0.17
2026-06-08,3520,140,34,140.0,3.98,24.29,1.0,11352,566,18,82.85,4.99,3.18,0.15
2026-06-09,4486,179,62,143.2,3.99,34.64,0.8,7870,392,59,129.18,4.98,15.05,0.33
2026-06-10,3039,121,47,93.17,3.98,38.84,0.77,10574,527,29,130.81,4.98,5.5,0.25
2026-06-11,4560,182,63,169.26,3.99,34.62,0.93,11904,594,57,63.59,4.99,9.6,0.11
2026-06-12,4418,176,65,264.0,3.98,36.93,1.5,7270,362,48,73.45,4.98,13.26,0.2
2026-06-13,3954,158,59,113.76,4.0,37.34,0.72,8543,426,37,69.4,4.99,8.69,0.16
2026-06-14,3983,159,53,95.4,3.99,33.33,0.6,7549,376,7,74.38,4.98,1.86,0.2
2026-06-15,3974,158,52,172.22,3.98,32.91,1.09,11663,582,6,137.62,4.99,1.03,0.24
2026-06-16,3037,121,43,119.79,3.98,35.54,0.99,11014,549,48,104.13,4.98,8.74,0.19
2026-06-17,5375,215,76,219.3,4.0,35.35,1.02,11454,571,6,97.45,4.99,1.05,0.17
2026-06-18,4274,170,59,198.9,3.98,34.71,1.17,8712,434,10,138.76,4.98,2.3,0.32
2026-06-19,4199,167,58,128.59,3.98,34.73,0.77,10240,511,28,104.56,4.99,5.48,0.2
2026-06-20,4625,185,61,260.85,4.0,32.97,1.41,8362,417,45,112.89,4.99,10.79,0.27
2026-06-21,3913,156,58,146.64,3.99,37.18,0.94,11893,593,57,86.62,4.99,9.61,0.15
2026-06-22,3453,138,51,86.94,4.0,36.96,0.63,8284,413,43,90.57,4.99,10.41,0.22
2026-06-23,3036,121,35,150.04,3.99,28.93,1.24,7886,393,37,107.55,4.98,9.41,0.27
2026-06-24,4711,188,63,214.32,3.99,33.51,1.14,9258,462,58,65.58,4.99,12.55,0.14
2026-06-25,3795,151,53,123.82,3.98,35.1,0.82,11382,568,54,80.47,4.99,9.51,0.14
2026-06-26,3972,158,52,176.96,3.98,32.91,1.12,8785,438,45,75.74,4.99,10.27,0.17
2026-06-27,3592,143,53,102.96,3.98,37.06,0.72,11838,590,41,61.27,4.98,6.95,0.1
2026-06-28,4137,165,57,155.1,3.99,34.55,0.94,10543,526,6,102.95,4.99,1.14,0.2
2026-06-29,4324,172,61,240.8,3.98,35.47,1.4,7295,364,57,104.88,4.99,15.66,0.29
2026-06-30,5271,210,71,132.3,3.98,33.81,0.63,9053,451,28,90.72,4.98,6.21,0.2
2026-07-01,3317,132,36,117.48,3.98,27.27,0.89,9597,478,59,81.5,4.98,12.34,0.17
2026-07-02,5396,215,64,283.8,3.98,29.77,1.32,7680,383,51,112.16,4.99,13.32,0.29
2026-07-03,5162,206,75,302.82,3.99,36.41,1.47,11890,593,46,70.77,4.99,7.76,0.12
2026-07-04,5745,229,81,217.55,3.99,35.37,0.95,11298,563,42,101.49,4.98,7.46,0.18
2026-07-05,4346,173,62,174.73,3.98,35.84,1.01,7324,365,7,121.45,4.98,1.92,0.33
2026-07-06,4591,183,64,195.81,3.99,34.97,1.07,9291,463,23,73.14,4.98,4.97,0.16
2026-07-07,4889,195,69,278.85,3.99,35.38,1.43,11422,570,31,120.26,4.99,5.44,0.21
2026-07-08,5087,203,75,276.08,3.99,36.95,1.36,7986,398,37,120.86,4.98,9.3,0.3
2026-07-09,4996,199,71,133.33,3.98,35.68,0.67,10118,504,27,64.79,4.98,5.36,0.13
2026-07-10,4772,190,71,178.6,3.98,37.37,0.94,7760,387,10,61.5,4.99,2.58,0.16
2026-07-11,4312,172,61,165.12,3.99,35.47,0.96,10693,533,54,137.91,4.98,10.13,0.26
2026-07-12,4285,171,58,220.59,3.99,33.92,1.29,8036,401,33,75.47,4.99,8.23,0.19
2026-07-13,3215,128,45,140.8,3.98,35.16,1.1,7906,394,11,125.77,4.98,2.79,0.32
2026-07-14,5383,215,71,247.25,3.99,33.02,1.15,7364,367,5,104.95,4.98,1.36,0.29
2026-07-15,5139,205,69,307.5,3.99,33.66,1.5,10413,519,20,81.16,4.98,3.85,0.16
2026-07-16,5400,216,76,123.12,4.0,35.19,0.57,8069,402,55,70.4,4.98,13.68,0.18
2026-07-17,5618,224,79,161.28,3.99,35.27,0.72,11369,567,55,99.73,4.99,9.7,0.18
2026-07-18,5863,234,81,212.94,3.99,34.62,0.91,9255,461,20,92.59,4.98,4.34,0.2
2026-07-19,4704,188,58,159.8,4.0,30.85,0.85,10686,533,56,115.91,4.99,10.51,0.22
2026-07-20,5828,233,84,121.16,4.0,36.05,0.52,11219,559,20,132.33,4.98,3.58,0.24
2026-07-21,3362,134,51,79.06,3.99,38.06,0.59,10081,503,29,124.42,4.99,5.77,0.25
2026-07-22,5604,224,86,264.32,4.0,38.39,1.18,10258,511,20,81.96,4.98,3.91,0.16
2026-07-23,4716,188,68,259.44,3.99,36.17,1.38,9107,454,56,130.31,4.99,12.33,0.29
2026-07-24,4193,167,58,168.67,3.98,34.73,1.01,9933,495,34,126.67,4.98,6.87,0.26
2026-07-25,3355,134,41,139.36,3.99,30.6,1.04,9829,490,56,134.33,4.99,11.43,0.27
2026-07-26,3190,127,51,96.52,3.98,40.16,0.76,7441,371,20,96.69,4.99,5.39,0.26
2026-07-27,5469,218,77,276.86,3.99,35.32,1.27,8559,427,10,121.49,4.99,2.34,0.28
2026-07-28,3699,147,52,183.75,3.97,35.37,1.25,8741,436,45,107.33,4.99,10.32,0.25
2026-07-29,5054,202,69,220.18,4.0,34.16,1.09,7625,380,27,84.84,4.98,7.11,0.22
2026-07-30,5180,207,70,146.97,4.0,33.82,0.71,10863,542,20,139.55,4.99,3.69,0.26
2026-07-31,3556,142,53,85.2,3.99,37.32,0.6,8690,433,59,63.06,4.98,13.63,0.15
2026-08-01,3825,153,48,85.68,4.0,31.37,0.56,9781,488,37,72.98,4.99,7.58,0.15
2026-08-02,5808,232,89,252.88,3.99,38.36,1.09,7090,353,49,131.4,4.98,13.88,0.37
2026-08-03,4054,162,63,215.46,4.0,38.89,1.33,10006,499,20,64.85,4.99,4.01,0.13
2026-08-04,5582,223,76,303.28,3.99,34.08,1.36,11302,564,9,130.95,4.99,1.6,0.23
2026-08-05,3425,137,43,131.52,4.0,31.39,0.96,8088,403,52,117.22,4.98,12.9,0.29
2026-08-06,5719,228,69,291.84,3.99,30.26,1.28,11611,579,30,62.93,4.99,5.18,0.11
2026-08-07,5410,216,69,313.2,3.99,31.94,1.45,8180,408,45,94.35,4.99,11.03,0.23
2026-08-08,4574,182,67,141.96,3.98,36.81,0.78,8901,444,23,120.36,4.99,5.18,0.27
2026-08-09,5129,205,73,184.5,4.0,35.61,0.9,11490,573,30,106.65,4.99,5.24,0.19
2026-08-10,5403,216,78,308.88,4.0,36.11,1.43,7186,358,30,134.87,4.98,8.38,0.38
2026-08-11,3588,143,40,120.12,3.99,27.97,0.84,8597,429,14,129.41,4.99,3.26,0.3
2026-08-12,5012,200,68,282.0,3.99,34.0,1.41,10408,519,7,86.61,4.99,1.35,0.17
2026-08-13,4547,181,70,267.88,3.98,38.67,1.48,10747,536,12,66.77,4.99,2.24,0.12
2026-08-14,3294,131,45,151.96,3.98,34.35,1.16,9670,482,29,135.54,4.98,6.02,0.28
2026-08-15,4985,199,63,262.68,3.99,31.66,1.32,11825,590,33,101.38,4.99,5.59,0.17
2026-08-16,4247,169,58,211.25,3.98,34.32,1.25,7239,361,57,65.95,4.99,15.79,0.18
2026-08-17,4548,181,59,217.2,3.98,32.6,1.2,9580,478,13,125.33,4.99,2.72,0.26
2026-08-18,4690,187,67,151.47,3.99,35.83,0.81,11236,560,49,129.48,4.98,8.75,0.23
2026-08-19,4136,165,57,92.4,3.99,34.55,0.56,7138,356,7,111.15,4.99,1.97,0.31
2026-08-20,4256,170,62,142.8,3.99,36.47,0.84,9506,474,21,95.8,4.99,4.43,0.2
2026-08-21,5064,202,64,236.34,3.99,31.68,1.17,11165,557,33,112.97,4.99,5.92,0.2
2026-08-22,3359,134,44,80.4,3.99,32.84,0.6,11480,572,19,116.53,4.98,3.32,0.2
2026-08-23,5913,236,88,120.36,3.99,37.29,0.51,11725,585,29,131.44,4.99,4.96,0.22
2026-08-24,3699,147,44,94.08,3.97,29.93,0.64,9245,461,7,136.47,4.99,1.52,0.3
2026-08-25,3447,137,42,167.14,3.97,30.66,1.22,11300,563,38,101.15,4.98,6.75,0.18
2026-08-26,5903,236,83,346.92,4.0,35.17,1.47,8749,436,43,123.88,4.98,9.86,0.28
2026-08-27,5412,216,77,319.68,3.99,35.65,1.48,7567,377,34,137.16,4.98,9.02,0.36
2026-08-28,3674,146,48,144.54,3.97,32.88,0.99,11900,593,17,72.1,4.98,2.87,0.12
2026-08-29,4007,160,54,219.2,3.99,33.75,1.37,7881,393,13,61.46,4.99,3.31,0.16
2026-08-30,4349,173,63,214.52,3.98,36.42,1.24,7639,381,48,129.52,4.99,12.6,0.34
2026-08-31,5514,220,81,220.0,3.99,36.82,1.0,10961,547,22,75.62,4.99,4.02,0.14
2026-09-01,5461,218,70,233.26,3.99,32.11,1.07,11420,569,51,63.4,4.98,8.96,0.11
2026-09-02,3585,143,51,91.52,3.99,35.66,0.64,11537,575,10,72.81,4.98,1.74,0.13
2026-09-03,4256,170,67,244.8,3.99,39.41,1.44,11899,593,33,90.73,4.98,5.56,0.15
2026-09-04,4247,169,58,143.65,3.98,34.32,0.85,9335,465,42,77.54,4.98,9.03,0.17
2026-09-05,3993,159,50,151.05,3.98,31.45,0.95,11321,565,58,84.42,4.99,10.27,0.15
2026-09-06,4435,177,56,207.09,3.99,31.64,1.17,9985,498,12,138.02,4.99,2.41,0.28
2026-09-07,3571,142,48,117.86,3.98,33.8,0.83,7559,377,26,116.35,4.99,6.9,0.31
2026-09-08,5382,215,80,161.25,3.99,37.21,0.75,7713,384,57,116.98,4.98,14.84,0.3
2026-09-09,4245,169,58,190.97,3.98,34.32,1.13,11593,578,21,67.57,4.99,3.63,0.12
2026-09-10,5084,203,71,105.56,3.99,34.98,0.52,10988,548,58,118.57,4.99,10.58,0.22
2026-09-11,3988,159,50,193.98,3.99,31.45,1.22,7256,362,18,119.15,4.99,4.97,0.33
2026-09-12,3277,131,50,132.31,4.0,38.17,1.01,7576,378,52,112.78,4.99,13.76,0.3
2026-09-13,4219,168,53,186.48,3.98,31.55,1.11,7037,351,35,78.27,4.99,9.97,0.22
2026-09-14,5963,238,80,268.94,3.99,33.61,1.13,9072,452,13,93.84,4.98,2.88,0.21
2026-09-15,4887,195,71,200.85,3.99,36.41,1.03,11505,574,59,127.7,4.99,10.28,0.22
2026-09-16,3483,139,38,150.12,3.99,27.34,1.08,7460,372,9,113.62,4.99,2.42,0.31
2026-09-17,4265,170,60,200.6,3.99,35.29,1.18,8440,421,57,118.62,4.99,13.54,0.28
2026-09-18,3730,149,46,186.25,3.99,30.87,1.25,11478,572,23,106.99,4.98,4.02,0.19
2026-09-19,5239,209,73,257.07,3.99,34.93,1.23,8832,440,36,95.97,4.98,8.18,0.22
2026-09-20,4040,161,54,220.57,3.99,33.54,1.37,11664,582,12,120.72,4.99,2.06,0.21
2026-09-21,5571,222,88,153.18,3.98,39.64,0.69,10399,519,20,65.43,4.99,3.85,0.13
2026-09-22,3917,156,52,140.4,3.98,33.33,0.9,7432,370,20,113.85,4.98,5.41,0.31
2026-09-23,5448,217,85,314.65,3.98,39.17,1.45,11151,556,33,139.78,4.99,5.94,0.25
2026-09-24,3885,155,57,139.5,3.99,36.77,0.9,8751,436,13,122.42,4.98,2.98,0.28
2026-09-25,5752,230,76,142.6,4.0,33.04,0.62,9047,451,53,83.25,4.99,11.75,0.18
2026-09-26,3021,120,43,123.6,3.97,35.83,1.03,11997,598,43,82.23,4.98,7.19,0.14
2026-09-27,3473,138,46,84.18,3.97,33.33,0.61,9840,491,15,113.38,4.99,3.05,0.23
2026-09-28,5257,210,74,147.0,3.99,35.24,0.7,7256,362,12,131.67,4.99,3.31,0.36
2026-09-29,5353,214,71,321.0,4.0,33.18,1.5,7671,382,5,106.24,4.98,1.31,0.28
2026-09-30,3703,148,60,153.92,4.0,40.54,1.04,7489,373,59,102.19,4.98,15.82,0.27
2026-10-01,3686,147,56,114.66,3.99,38.1,0.78,10714,534,41,72.83,4.98,7.68,0.14
2026-10-02,3284,131,46,195.19,3.99,35.11,1.49,9096,453,40,117.24,4.98,8.83,0.26
2026-10-03,3715,148,60,217.56,3.98,40.54,1.47,8682,433,34,116.18,4.99,7.85,0.27
2026-10-04,3762,150,52,141.0,3.99,34.67,0.94,11411,569,41,137.36,4.99,7.21,0.24
2026-10-05,4250,170,64,129.2,4.0,37.65,0.76,9460,472,54,84.02,4.99,11.44,0.18
2026-10-06,3947,157,55,210.38,3.98,35.03,1.34,11529,575,26,120.52,4.99,4.52,0.21
2026-10-07,5428,217,77,264.74,4.0,35.48,1.22,10912,544,22,94.73,4.99,4.04,0.17
2026-10-08,5507,220,76,261.8,3.99,34.55,1.19,8975,447,44,104.68,4.98,9.84,0.23
2026-10-09,4030,161,56,223.79,4.0,34.78,1.39,10216,509,57,125.32,4.98,11.2,0.25
2026-10-10,3028,121,43,143.99,4.0,35.54,1.19,8389,418,24,77.76,4.98,5.74,0.19
2026-10-11,3906,156,51,121.68,3.99,32.69,0.78,11515,574,59,87.43,4.98,10.28,0.15
2026-10-12,5926,237,80,282.03,4.0,33.76,1.19,10856,541,29,121.86,4.98,5.36,0.23
2026-10-13,5126,205,70,166.05,4.0,34.15,0.81,8584,428,40,105.64,4.99,9.35,0.25
2026-10-14,5994,239,84,301.14,3.99,35.15,1.26,11939,595,46,67.39,4.98,7.73,0.11
2026-10-15,5506,220,76,246.4,4.0,34.55,1.12,9963,497,5,94.41,4.99,1.01,0.19
2026-10-16,3569,142,55,82.36,3.98,38.73,0.58,11529,575,21,106.93,4.99,3.65,0.19
2026-10-17,5006,200,74,202.0,4.0,37.0,1.01,7976,398,43,132.76,4.99,10.8,0.33
2026-10-18,4453,178,61,149.52,4.0,34.27,0.84,10364,517,46,75.08,4.99,8.9,0.15
2026-10-19,3737,149,59,123.67,3.99,39.6,0.83,7045,351,19,124.48,4.98,5.41,0.35
2026-10-20,3515,140,58,154.0,3.98,41.43,1.1,8193,408,48,70.45,4.98,11.76,0.17
2026-10-21,5000,200,59,164.0,4.0,29.5,0.82,10342,516,16,79.38,4.99,3.1,0.15
2026-10-22,5444,217,80,277.76,3.99,36.87,1.28,11512,574,18,79.47,4.99,3.14,0.14
2026-10-23,3038,121,38,68.97,3.98,31.4,0.57,11943,596,39,130.2,4.99,6.54,0.22
2026-10-24,3886,155,58,179.8,3.99,37.42,1.16,7246,361,5,75.92,4.98,1.39,0.21
2026-10-25,5844,233,87,305.23,3.99,37.34,1.31,10219,510,50,122.96,4.99,9.8,0.24
2026-10-26,5204,208,68,243.36,4.0,32.69,1.17,11325,565,31,96.94,4.99,5.49,0.17
2026-10-27,4098,163,47,163.0,3.98,28.83,1.0,7791,388,50,139.93,4.98,12.89,0.36
2026-10-28,5931,237,87,343.65,4.0,36.71,1.45,7636,381,19,127.13,4.99,4.99,0.33
2026-10-29,4823,192,67,153.6,3.98,34.9,0.8,10775,537,17,119.18,4.98,3.17,0.22
2026-10-30,4710,188,57,97.76,3.99,30.32,0.52,9421,470,36,129.66,4.99,7.66,0.28
2026-10-31,3973,158,67,146.94,3.98,42.41,0.93,11833,590,54,110.72,4.99,9.15,0.19
2026-11-01,4562,182,66,96.46,3.99,36.26,0.53,8088,403,50,127.49,4.98,12.41,0.32
2026-11-02,5896,235,85,340.75,3.99,36.17,1.45,11183,558,30,80.89,4.99,5.38,0.14
2026-11-03,5795,231,87,164.01,3.99,37.66,0.71,10159,507,59,67.82,4.99,11.64,0.13
2026-11-04,3988,159,52,205.11,3.99,32.7,1.29,7712,384,30,109.27,4.98,7.81,0.28
2026-11-05,3020,120,42,152.4,3.97,35.0,1.27,11696,583,18,94.78,4.98,3.09,0.16
2026-11-06,5350,214,68,154.08,4.0,31.78,0.72,10644,531,29,94.12,4.99,5.46,0.18
2026-11-07,3868,154,50,172.48,3.98,32.47,1.12,10890,543,11,102.14,4.99,2.03,0.19
2026-11-08,3083,123,44,67.65,3.99,35.77,0.55,9586,478,49,88.91,4.99,10.25,0.19
2026-11-09,4682,187,57,183.26,3.99,30.48,0.98,11309,564,50,110.08,4.99,8.87,0.2
2026-11-10,4976,199,66,101.49,4.0,33.17,0.51,9108,454,15,62.45,4.98,3.3,0.14
2026-11-11,4410,176,56,249.92,3.99,31.82,1.42,11793,588,18,137.59,4.99,3.06,0.23
2026-11-12,4530,181,64,267.88,4.0,35.36,1.48,10614,529,11,133.98,4.98,2.08,0.25
2026-11-13,3569,142,52,102.24,3.98,36.62,0.72,8242,411,21,134.82,4.99,5.11,0.33
2026-11-14,3933,157,58,111.47,3.99,36.94,0.71,9059,452,21,89.2,4.99,4.65,0.2
2026-11-15,4980,199,74,248.75,4.0,37.19,1.25,10486,523,51,102.55,4.99,9.75,0.2
2026-11-16,4855,194,74,145.5,4.0,38.14,0.75,11332,565,56,136.33,4.99,9.91,0.24
2026-11-17,3792,151,55,211.4,3.98,36.42,1.4,10810,539,35,132.19,4.99,6.49,0.25
2026-11-18,3791,151,62,161.57,3.98,41.06,1.07,10900,544,10,123.22,4.99,1.84,0.23
2026-11-19,4809,192,67,163.2,3.99,34.9,0.85,9605,479,24,92.59,4.99,5.01,0.19
2026-11-20,4294,171,58,227.43,3.98,33.92,1.33,11742,586,6,105.15,4.99,1.02,0.18
2026-11-21,5539,221,80,218.79,3.99,36.2,0.99,10034,500,41,123.43,4.98,8.2,0.25
2026-11-22,5255,210,72,296.1,4.0,34.29,1.41,11568,577,55,81.84,4.99,9.53,0.14
2026-11-23,4607,184,73,263.12,3.99,39.67,1.43,11207,559,47,110.12,4.99,8.41,0.2
2026-11-24,4083,163,62,109.21,3.99,38.04,0.67,11051,551,29,126.23,4.99,5.26,0.23
2026-11-25,5477,219,80,109.5,4.0,36.53,0.5,10363,517,11,116.6,4.99,2.13,0.23
2026-11-26,3984,159,56,235.32,3.99,35.22,1.48,11021,550,54,98.36,4.99,9.82,0.18
2026-11-27,4680,187,63,263.67,4.0,33.69,1.41,8845,441,17,106.77,4.99,3.85,0.24
2026-11-28,3519,140,52,78.4,3.98,37.14,0.56,7382,368,33,139.09,4.99,8.97,0.38
2026-11-29,3590,143,44,190.19,3.98,30.77,1.33,11112,554,21,108.16,4.99,3.79,0.2
2026-11-30,4050,162,64,155.52,4.0,39.51,0.96,11588,578,40,122.85,4.99,6.92,0.21
2026-12-01,4709,188,64,142.88,3.99,34.04,0.76,10810,539,48,118.13,4.99,8.91,0.22
2026-12-02,5035,201,71,277.38,3.99,35.32,1.38,8896,443,42,116.12,4.98,9.48,0.26
2026-12-03,5246,209,68,146.3,3.98,32.54,0.7,8509,424,11,117.31,4.98,2.59,0.28
2026-12-04,5434,217,79,314.65,3.99,36.41,1.45,11212,559,58,96.35,4.99,10.38,0.17
2026-12-05,3348,133,44,94.43,3.97,33.08,0.71,8578,428,14,97.93,4.99,3.27,0.23
2026-12-06,3959,158,58,175.38,3.99,36.71,1.11,7879,393,39,97.43,4.99,9.92,0.25
2026-12-07,4963,198,73,142.56,3.99,36.87,0.72,9162,457,18,62.66,4.99,3.94,0.14
2026-12-08,3692,147,48,154.35,3.98,32.65,1.05,8572,427,56,79.29,4.98,13.11,0.19
2026-12-09,4559,182,58,214.76,3.99,31.87,1.18,8648,431,40,72.37,4.98,9.28,0.17
2026-12-10,3377,135,54,93.15,4.0,40.0,0.69,11739,585,32,130.92,4.98,5.47,0.22
2026-12-11,5946,237,81,241.74,3.99,34.18,1.02,8359,417,7,82.0,4.99,1.68,0.2
2026-12-12,5963,238,84,230.86,3.99,35.29,0.97,11431,570,16,71.08,4.99,2.81,0.12
2026-12-13,3526,141,51,80.37,4.0,36.17,0.57,9969,497,33,69.58,4.99,6.64,0.14
2026-12-14,5781,231,74,304.92,4.0,32.03,1.32,10960,547,13,116.0,4.99,2.38,0.21
2026-12-15,5253,210,75,176.4,4.0,35.71,0.84,10811,539,31,60.49,4.99,5.75,0.11
2026-12-16,5502,220,77,235.4,4.0,35.0,1.07,11242,561,58,97.7,4.99,10.34,0.17
2026-12-17,4259,170,56,171.7,3.99,32.94,1.01,11217,559,16,69.51,4.98,2.86,0.12
2026-12-18,4875,195,62,196.95,4.0,31.79,1.01,7080,353,28,127.97,4.99,7.93,0.36
2026-12-19,4763,190,69,115.9,3.99,36.32,0.61,9732,485,57,136.68,4.98,11.75,0.28
2026-12-20,3520,140,54,128.8,3.98,38.57,0.92,9709,484,25,136.7,4.99,5.17,0.28
2026-12-21,4701,188,66,178.6,4.0,35.11,0.95,9422,470,50,95.36,4.99,10.64,0.2
2026-12-22,4016,160,48,196.8,3.98,30.0,1.23,10641,531,27,111.56,4.99,5.08,0.21
2026-12-23,5773,230,75,308.2,3.98,32.61,1.34,11599,578,8,107.98,4.98,1.38,0.19
2026-12-24,4013,160,53,166.4,3.99,33.12,1.04,7667,382,27,88.0,4.98,7.07,0.23
2026-12-25,5548,221,85,130.39,3.98,38.46,0.59,9496,473,10,95.53,4.98,2.11,0.2
2026-12-26,3116,124,42,91.76,3.98,33.87,0.74,10499,524,50,65.15,4.99,9.54,0.12
2026-12-27,5433,217,73,143.22,3.99,33.64,0.66,10498,523,36,123.66,4.98,6.88,0.24
2026-12-28,4367,174,52,107.88,3.98,29.89,0.62,8444,421,51,79.26,4.99,12.11,0.19
2026-12-29,3583,143,46,124.41,3.99,32.17,0.87,8345,416,23,96.84,4.99,5.53,0.23
